name,team_long_name,date,buildUpPlaySpeed,buildUpPlayDribbling,buildUpPlayPassing,buildUpPlayPositioningClass,chanceCreationShooting,defencePressure,defenceAggression
Germany 1. Bundesliga,Hamburger SV,2011-02-22 00:00:00,52,,29,Organised,54,60,55
Germany 1. Bundesliga,Hamburger SV,2012-02-22 00:00:00,46,,40,Organised,39,55,47
Germany 1. Bundesliga,Hamburger SV,2013-09-20 00:00:00,34,,38,Organised,48,45,35
Germany 1. Bundesliga,Hamburger SV,2014-09-19 00:00:00,45,61,58,Organised,62,45,32
Germany 1. Bundesliga,Hamburger SV,2015-09-10 00:00:00,42,56,52,Organised,47,44,41
Germany 1. Bundesliga,Borussia Dortmund,2010-02-22 00:00:00,70,,45,Organised,66,54,70
Germany 1. Bundesliga,Borussia Dortmund,2011-02-22 00:00:00,73,,43,Organised,64,59,67
Germany 1. Bundesliga,Borussia Dortmund,2012-02-22 00:00:00,71,,45,Organised,70,58,69
Germany 1. Bundesliga,Borussia Dortmund,2013-09-20 00:00:00,74,,45,Organised,76,60,70
Germany 1. Bundesliga,Borussia Dortmund,2014-09-19 00:00:00,76,33,61,Organised,73,60,68
Germany 1. Bundesliga,Borussia Dortmund,2015-09-10 00:00:00,71,37,40,Organised,49,65,71
Germany 1. Bundesliga,Borussia Mönchengladbach,2010-02-22 00:00:00,65,,45,Organised,65,55,40
Germany 1. Bundesliga,Borussia Mönchengladbach,2011-02-22 00:00:00,63,,46,Organised,61,49,58
Germany 1. Bundesliga,Borussia Mönchengladbach,2012-02-22 00:00:00,57,,64,Organised,55,33,43
Germany 1. Bundesliga,Borussia Mönchengladbach,2013-09-20 00:00:00,76,,40,Organised,30,33,53
Germany 1. Bundesliga,Borussia Mönchengladbach,2014-09-19 00:00:00,31,53,32,Organised,49,43,50
Germany 1. Bundesliga,Borussia Mönchengladbach,2015-09-10 00:00:00,31,53,32,Organised,49,41,48
Spain LIGA BBVA,RC Deportivo de La Coruña,2010-02-22 00:00:00,30,,30,Organised,65,35,35
Spain LIGA BBVA,RC Deportivo de La Coruña,2011-02-22 00:00:00,56,,42,Organised,61,38,44
Spain LIGA BBVA,RC Deportivo de La Coruña,2012-02-22 00:00:00,56,,46,Organised,68,45,50
Spain LIGA BBVA,RC Deportivo de La Coruña,2013-09-20 00:00:00,56,,46,Organised,68,45,50
Spain LIGA BBVA,RC Deportivo de La Coruña,2014-09-19 00:00:00,56,55,46,Organised,68,45,50
Spain LIGA BBVA,RC Deportivo de La Coruña,2015-09-10 00:00:00,53,55,47,Organised,55,45,50
Switzerland Super League,Servette FC,2010-02-22 00:00:00,30,,55,Organised,60,55,60
Switzerland Super League,Servette FC,2012-02-22 00:00:00,48,,51,Organised,45,49,45
Switzerland Super League,Servette FC,2013-09-20 00:00:00,48,,51,Organised,45,49,45
Germany 1. Bundesliga,Eintracht Braunschweig,2012-02-22 00:00:00,64,,54,Organised,62,54,42
Germany 1. Bundesliga,Eintracht Braunschweig,2013-09-20 00:00:00,68,,54,Organised,67,57,47
Germany 1. Bundesliga,Eintracht Braunschweig,2014-09-19 00:00:00,61,60,62,Organised,55,30,40
Germany 1. Bundesliga,Eintracht Braunschweig,2015-09-10 00:00:00,66,44,54,Organised,51,57,47
Portugal Liga ZON Sagres,FC Porto,2010-02-22 00:00:00,30,,30,Free Form,60,30,30
Portugal Liga ZON Sagres,FC Porto,2011-02-22 00:00:00,50,,50,Organised,65,55,43
Portugal Liga ZON Sagres,FC Porto,2012-02-22 00:00:00,52,,53,Organised,68,61,49
Portugal Liga ZON Sagres,FC Porto,2013-09-20 00:00:00,52,,53,Organised,68,58,60
Portugal Liga ZON Sagres,FC Porto,2014-09-19 00:00:00,52,50,53,Organised,68,58,60
Portugal Liga ZON Sagres,FC Porto,2015-09-10 00:00:00,70,50,53,Organised,68,58,60
Portugal Liga ZON Sagres,SL Benfica,2010-02-22 00:00:00,30,,30,Free Form,65,30,30
Portugal Liga ZON Sagres,SL Benfica,2011-02-22 00:00:00,65,,35,Free Form,51,55,56
Portugal Liga ZON Sagres,SL Benfica,2012-02-22 00:00:00,55,,48,Organised,54,61,51
Portugal Liga ZON Sagres,SL Benfica,2013-09-20 00:00:00,65,,54,Organised,54,60,58
Portugal Liga ZON Sagres,SL Benfica,2014-09-19 00:00:00,70,55,53,Organised,54,60,57
Portugal Liga ZON Sagres,SL Benfica,2015-09-10 00:00:00,69,55,53,Organised,54,60,57
Portugal Liga ZON Sagres,"União de Leiria, SAD",2010-02-22 00:00:00,50,,50,Organised,50,50,50
Portugal Liga ZON Sagres,"União de Leiria, SAD",2011-02-22 00:00:00,50,,50,Organised,50,50,50
Portugal Liga ZON Sagres,"União de Leiria, SAD",2012-02-22 00:00:00,36,,36,Organised,46,53,45
Portugal Liga ZON Sagres,Sporting CP,2010-02-22 00:00:00,30,,30,Organised,55,30,30
Portugal Liga ZON Sagres,Sporting CP,2011-02-22 00:00:00,50,,35,Organised,35,55,45
Portugal Liga ZON Sagres,Sporting CP,2012-02-22 00:00:00,53,,56,Organised,69,52,49
Portugal Liga ZON Sagres,Sporting CP,2013-09-20 00:00:00,53,,56,Organised,60,52,49
Portugal Liga ZON Sagres,Sporting CP,2014-09-19 00:00:00,55,65,56,Organised,55,60,60
Portugal Liga ZON Sagres,Sporting CP,2015-09-10 00:00:00,57,65,56,Organised,55,60,60
Portugal Liga ZON Sagres,Gil Vicente FC,2012-02-22 00:00:00,46,,41,Organised,46,39,57
Portugal Liga ZON Sagres,Gil Vicente FC,2013-09-20 00:00:00,46,,41,Organised,46,39,57
Portugal Liga ZON Sagres,Gil Vicente FC,2014-09-19 00:00:00,65,67,41,Organised,46,39,40
Portugal Liga ZON Sagres,Gil Vicente FC,2015-09-10 00:00:00,68,67,41,Organised,46,39,40
Netherlands Eredivisie,NAC Breda,2010-02-22 00:00:00,30,,35,Organised,60,30,30
Netherlands Eredivisie,NAC Breda,2011-02-22 00:00:00,33,,44,Free Form,60,42,47
Netherlands Eredivisie,NAC Breda,2012-02-22 00:00:00,40,,48,Organised,42,43,48
Netherlands Eredivisie,NAC Breda,2013-09-20 00:00:00,58,,53,Organised,46,43,48
Netherlands Eredivisie,NAC Breda,2014-09-19 00:00:00,46,44,54,Organised,42,43,39
Netherlands Eredivisie,NAC Breda,2015-09-10 00:00:00,45,49,59,Organised,54,36,39
France Ligue 1,Olympique Lyonnais,2010-02-22 00:00:00,60,,40,Organised,70,70,60
France Ligue 1,Olympique Lyonnais,2011-02-22 00:00:00,65,,50,Organised,80,45,45
France Ligue 1,Olympique Lyonnais,2012-02-22 00:00:00,49,,52,Organised,67,46,47
France Ligue 1,Olympique Lyonnais,2013-09-20 00:00:00,49,,52,Organised,67,46,47
France Ligue 1,Olympique Lyonnais,2014-09-19 00:00:00,49,60,52,Organised,67,46,47
France Ligue 1,Olympique Lyonnais,2015-09-10 00:00:00,49,60,52,Organised,67,46,47
France Ligue 1,En Avant de Guingamp,2010-02-22 00:00:00,35,,30,Organised,70,30,65
France Ligue 1,En Avant de Guingamp,2012-02-22 00:00:00,52,,48,Organised,48,33,43
France Ligue 1,En Avant de Guingamp,2013-09-20 00:00:00,52,,48,Organised,59,46,43
France Ligue 1,En Avant de Guingamp,2014-09-19 00:00:00,63,58,48,Organised,48,43,47
France Ligue 1,En Avant de Guingamp,2015-09-10 00:00:00,63,37,58,Organised,36,49,47
France Ligue 1,Le Havre AC,2010-02-22 00:00:00,55,,45,Organised,65,30,70
France Ligue 1,Le Havre AC,2011-02-22 00:00:00,50,,50,Organised,65,45,45
France Ligue 1,Le Havre AC,2012-02-22 00:00:00,46,,52,Organised,52,47,55
France Ligue 1,Le Havre AC,2013-09-20 00:00:00,46,,52,Organised,52,47,55
France Ligue 1,Le Havre AC,2014-09-19 00:00:00,46,56,52,Organised,52,47,55
France Ligue 1,Le Havre AC,2015-09-10 00:00:00,46,56,52,Organised,52,47,55
Germany 1. Bundesliga,1. FC Köln,2010-02-22 00:00:00,55,,65,Organised,60,45,55
Germany 1. Bundesliga,1. FC Köln,2011-02-22 00:00:00,58,,71,Organised,50,40,40
Germany 1. Bundesliga,1. FC Köln,2012-02-22 00:00:00,53,,53,Organised,57,43,55
Germany 1. Bundesliga,1. FC Köln,2013-09-20 00:00:00,60,,56,Organised,57,43,55
Germany 1. Bundesliga,1. FC Köln,2014-09-19 00:00:00,59,53,57,Organised,59,57,46
Germany 1. Bundesliga,1. FC Köln,2015-09-10 00:00:00,59,47,65,Organised,71,42,56
Germany 1. Bundesliga,VfL Wolfsburg,2010-02-22 00:00:00,65,,45,Organised,70,45,60
Germany 1. Bundesliga,VfL Wolfsburg,2011-02-22 00:00:00,65,,45,Organised,51,58,47
Germany 1. Bundesliga,VfL Wolfsburg,2012-02-22 00:00:00,54,,59,Organised,48,38,40
Germany 1. Bundesliga,VfL Wolfsburg,2013-09-20 00:00:00,58,,57,Organised,70,64,42
Germany 1. Bundesliga,VfL Wolfsburg,2014-09-19 00:00:00,58,67,45,Organised,54,59,48
Germany 1. Bundesliga,VfL Wolfsburg,2015-09-10 00:00:00,68,45,57,Organised,50,66,46
Germany 1. Bundesliga,SV Werder Bremen,2010-02-22 00:00:00,70,,40,Organised,70,70,65
Germany 1. Bundesliga,SV Werder Bremen,2011-02-22 00:00:00,64,,40,Organised,64,64,48
Germany 1. Bundesliga,SV Werder Bremen,2012-02-22 00:00:00,54,,40,Organised,48,49,50
Germany 1. Bundesliga,SV Werder Bremen,2013-09-20 00:00:00,68,,33,Organised,78,60,50
Germany 1. Bundesliga,SV Werder Bremen,2014-09-19 00:00:00,40,55,47,Organised,51,40,50
Germany 1. Bundesliga,SV Werder Bremen,2015-09-10 00:00:00,56,55,63,Organised,58,63,47
Spain LIGA BBVA,Racing Santander,2010-02-22 00:00:00,45,,55,Organised,65,45,55
Spain LIGA BBVA,Racing Santander,2011-02-22 00:00:00,53,,56,Organised,39,47,37
Spain LIGA BBVA,Racing Santander,2012-02-22 00:00:00,43,,44,Organised,50,50,50
Spain LIGA BBVA,Racing Santander,2013-09-20 00:00:00,47,,44,Organised,50,50,50
Spain LIGA BBVA,Racing Santander,2015-09-10 00:00:00,48,52,47,Organised,53,51,47
Italy Serie A,Reggio Calabria,2010-02-22 00:00:00,55,,30,Organised,70,40,50
Italy Serie A,Reggio Calabria,2011-02-22 00:00:00,55,,30,Organised,49,40,50
Italy Serie A,Reggio Calabria,2012-02-22 00:00:00,50,,50,Organised,50,35,45
Italy Serie A,Reggio Calabria,2013-09-20 00:00:00,52,,56,Organised,55,38,48
Italy Serie A,Reggio Calabria,2014-09-19 00:00:00,52,55,56,Organised,53,38,48
France Ligue 1,FC Lorient,2010-02-22 00:00:00,45,,70,Organised,40,70,60
France Ligue 1,FC Lorient,2011-02-22 00:00:00,35,,35,Organised,50,55,35
France Ligue 1,FC Lorient,2012-02-22 00:00:00,60,,42,Organised,64,43,47
France Ligue 1,FC Lorient,2013-09-20 00:00:00,60,,42,Organised,64,43,47
France Ligue 1,FC Lorient,2014-09-19 00:00:00,60,56,42,Organised,64,43,47
France Ligue 1,FC Lorient,2015-09-10 00:00:00,57,42,50,Organised,46,51,56
Italy Serie A,Roma,2010-02-22 00:00:00,70,,30,Free Form,70,55,30
Italy Serie A,Roma,2011-02-22 00:00:00,64,,30,Organised,65,46,47
Italy Serie A,Roma,2012-02-22 00:00:00,60,,40,Free Form,50,35,45
Italy Serie A,Roma,2013-09-20 00:00:00,53,,55,Organised,56,49,47
Italy Serie A,Roma,2014-09-19 00:00:00,67,48,38,Organised,56,36,57
Italy Serie A,Roma,2015-09-10 00:00:00,68,27,47,Organised,66,36,57
France Ligue 1,Le Mans FC,2010-02-22 00:00:00,70,,45,Organised,65,70,60
France Ligue 1,Le Mans FC,2011-02-22 00:00:00,65,,50,Organised,65,60,55
France Ligue 1,Le Mans FC,2012-02-22 00:00:00,58,,47,Organised,50,47,44
France Ligue 1,Le Mans FC,2013-09-20 00:00:00,58,,47,Organised,50,47,44
England Premier League,Bournemouth,2010-02-22 00:00:00,70,,70,Organised,60,70,70
England Premier League,Bournemouth,2011-02-22 00:00:00,51,,66,Organised,47,27,46
England Premier League,Bournemouth,2012-02-22 00:00:00,46,,46,Organised,52,48,50
England Premier League,Bournemouth,2013-09-20 00:00:00,39,,38,Organised,52,48,50
England Premier League,Bournemouth,2014-09-19 00:00:00,47,44,48,Organised,41,48,50
England Premier League,Bournemouth,2015-09-10 00:00:00,47,36,47,Organised,47,48,50
Netherlands Eredivisie,FC Groningen,2010-02-22 00:00:00,41,,32,Organised,69,30,30
Netherlands Eredivisie,FC Groningen,2011-02-22 00:00:00,51,,39,Organised,62,43,44
Netherlands Eredivisie,FC Groningen,2012-02-22 00:00:00,44,,41,Organised,42,49,47
Netherlands Eredivisie,FC Groningen,2013-09-20 00:00:00,44,,44,Organised,42,49,47
Netherlands Eredivisie,FC Groningen,2014-09-19 00:00:00,48,42,38,Organised,45,49,47
Netherlands Eredivisie,FC Groningen,2015-09-10 00:00:00,55,32,55,Organised,54,49,47
Poland Ekstraklasa,Legia Warszawa,2010-02-22 00:00:00,30,,35,Organised,70,65,70
Poland Ekstraklasa,Legia Warszawa,2011-02-22 00:00:00,67,,35,Organised,53,59,48
Poland Ekstraklasa,Legia Warszawa,2012-02-22 00:00:00,69,,55,Organised,53,59,49
Poland Ekstraklasa,Legia Warszawa,2013-09-20 00:00:00,69,,55,Organised,53,59,49
Poland Ekstraklasa,Legia Warszawa,2014-09-19 00:00:00,54,51,36,Free Form,64,47,46
Poland Ekstraklasa,Legia Warszawa,2015-09-10 00:00:00,54,47,36,Organised,64,50,60
England Premier League,Everton,2010-02-22 00:00:00,60,,65,Organised,45,40,70
England Premier League,Everton,2011-02-22 00:00:00,60,,50,Organised,55,55,65
England Premier League,Everton,2012-02-22 00:00:00,56,,56,Organised,56,50,50
England Premier League,Everton,2013-09-20 00:00:00,58,,62,Organised,32,41,44
England Premier League,Everton,2014-09-19 00:00:00,61,34,42,Organised,48,52,58
England Premier League,Everton,2015-09-10 00:00:00,43,45,40,Organised,63,52,58
England Premier League,Hull City,2010-02-22 00:00:00,65,,60,Organised,55,70,70
England Premier League,Hull City,2011-02-22 00:00:00,49,,52,Organised,37,46,46
England Premier League,Hull City,2012-02-22 00:00:00,61,,48,Organised,54,38,42
England Premier League,Hull City,2013-09-20 00:00:00,63,,48,Organised,54,34,37
England Premier League,Hull City,2014-09-19 00:00:00,56,35,51,Organised,48,38,37
England Premier League,Hull City,2015-09-10 00:00:00,56,40,55,Organised,56,38,37
Spain LIGA BBVA,RCD Mallorca,2010-02-22 00:00:00,40,,40,Organised,50,45,40
Spain LIGA BBVA,RCD Mallorca,2011-02-22 00:00:00,53,,52,Organised,53,47,48
Spain LIGA BBVA,RCD Mallorca,2012-02-22 00:00:00,58,,57,Organised,53,59,41
Spain LIGA BBVA,RCD Mallorca,2013-09-20 00:00:00,62,,57,Organised,53,59,41
Spain LIGA BBVA,RCD Mallorca,2014-09-19 00:00:00,62,53,57,Organised,53,59,41
Spain LIGA BBVA,RCD Mallorca,2015-09-10 00:00:00,62,53,57,Organised,53,59,41
England Premier League,West Bromwich Albion,2010-02-22 00:00:00,65,,40,Organised,55,70,70
England Premier League,West Bromwich Albion,2011-02-22 00:00:00,60,,65,Organised,45,35,55
England Premier League,West Bromwich Albion,2012-02-22 00:00:00,48,,48,Organised,54,38,38
England Premier League,West Bromwich Albion,2013-09-20 00:00:00,55,,54,Organised,57,33,31
England Premier League,West Bromwich Albion,2014-09-19 00:00:00,55,34,51,Organised,57,41,40
England Premier League,West Bromwich Albion,2015-09-10 00:00:00,62,32,51,Organised,60,41,40
England Premier League,Birmingham City,2010-02-22 00:00:00,70,,70,Organised,70,70,70
England Premier League,Birmingham City,2011-02-22 00:00:00,45,,60,Organised,40,30,60
England Premier League,Birmingham City,2012-02-22 00:00:00,51,,55,Organised,56,42,48
England Premier League,Birmingham City,2013-09-20 00:00:00,56,,57,Organised,41,42,44
England Premier League,Birmingham City,2014-09-19 00:00:00,56,39,79,Organised,56,42,48
England Premier League,Birmingham City,2015-09-10 00:00:00,56,32,75,Organised,64,42,47
England Premier League,Blackburn Rovers,2010-02-22 00:00:00,55,,70,Organised,55,45,70
England Premier League,Blackburn Rovers,2011-02-22 00:00:00,55,,65,Organised,35,45,60
England Premier League,Blackburn Rovers,2012-02-22 00:00:00,57,,57,Organised,40,42,50
England Premier League,Blackburn Rovers,2013-09-20 00:00:00,44,,64,Organised,40,42,50
England Premier League,Blackburn Rovers,2014-09-19 00:00:00,44,31,62,Organised,40,50,50
England Premier League,Blackburn Rovers,2015-09-10 00:00:00,60,60,65,Organised,42,50,50
England Premier League,West Ham United,2010-02-22 00:00:00,58,,30,Organised,50,30,70
England Premier League,West Ham United,2011-02-22 00:00:00,35,,35,Organised,45,45,45
England Premier League,West Ham United,2012-02-22 00:00:00,63,,64,Organised,55,30,34
England Premier League,West Ham United,2013-09-20 00:00:00,72,,73,Organised,32,30,37
England Premier League,West Ham United,2014-09-19 00:00:00,72,39,73,Organised,32,30,34
England Premier League,West Ham United,2015-09-10 00:00:00,77,37,57,Organised,29,30,37
England Premier League,Liverpool,2010-02-22 00:00:00,50,,35,Organised,70,40,60
England Premier League,Liverpool,2011-02-22 00:00:00,60,,50,Organised,60,55,55
England Premier League,Liverpool,2012-02-22 00:00:00,60,,60,Organised,53,50,48
England Premier League,Liverpool,2013-09-20 00:00:00,39,,44,Organised,54,59,52
England Premier League,Liverpool,2014-09-19 00:00:00,71,48,32,Organised,61,51,48
England Premier League,Liverpool,2015-09-10 00:00:00,66,60,45,Organised,46,51,52
Scotland Premier League,Ross County FC,2013-09-20 00:00:00,35,,62,Organised,50,40,56
Scotland Premier League,Ross County FC,2014-09-19 00:00:00,34,50,34,Organised,38,39,51
Scotland Premier League,Ross County FC,2015-09-10 00:00:00,45,48,60,Organised,58,36,53
Netherlands Eredivisie,PSV,2010-02-22 00:00:00,30,,30,Organised,70,30,30
Netherlands Eredivisie,PSV,2011-02-22 00:00:00,63,,30,Organised,68,57,37
Netherlands Eredivisie,PSV,2012-02-22 00:00:00,33,,42,Organised,48,43,30
Netherlands Eredivisie,PSV,2013-09-20 00:00:00,54,,45,Organised,55,43,50
Netherlands Eredivisie,PSV,2014-09-19 00:00:00,67,35,40,Organised,55,50,62
Netherlands Eredivisie,PSV,2015-09-10 00:00:00,67,43,43,Organised,28,40,40
France Ligue 1,LOSC Lille,2010-02-22 00:00:00,70,,60,Organised,55,55,70
France Ligue 1,LOSC Lille,2011-02-22 00:00:00,65,,65,Organised,50,55,55
France Ligue 1,LOSC Lille,2012-02-22 00:00:00,34,,23,Organised,49,58,56
France Ligue 1,LOSC Lille,2013-09-20 00:00:00,34,,42,Organised,49,47,42
France Ligue 1,LOSC Lille,2014-09-19 00:00:00,45,65,42,Organised,49,59,42
France Ligue 1,LOSC Lille,2015-09-10 00:00:00,45,36,43,Organised,64,59,42
Italy Serie A,Inter,2010-02-22 00:00:00,55,,55,Free Form,70,50,60
Italy Serie A,Inter,2011-02-22 00:00:00,55,,50,Free Form,65,50,60
Italy Serie A,Inter,2012-02-22 00:00:00,45,,50,Organised,65,35,55
Italy Serie A,Inter,2013-09-20 00:00:00,67,,67,Organised,66,36,57
Italy Serie A,Inter,2014-09-19 00:00:00,67,48,67,Organised,66,23,57
Italy Serie A,Inter,2015-09-10 00:00:00,58,69,54,Organised,53,47,49
Belgium Jupiler League,RSC Anderlecht,2010-02-22 00:00:00,50,,35,Organised,60,70,50
Belgium Jupiler League,RSC Anderlecht,2011-02-22 00:00:00,50,,52,Free Form,60,70,50
Belgium Jupiler League,RSC Anderlecht,2012-02-22 00:00:00,52,,41,Organised,47,45,43
Belgium Jupiler League,RSC Anderlecht,2013-09-20 00:00:00,52,,41,Organised,47,60,43
Belgium Jupiler League,RSC Anderlecht,2014-09-19 00:00:00,52,46,51,Organised,47,60,50
Belgium Jupiler League,RSC Anderlecht,2015-09-10 00:00:00,52,46,51,Organised,47,53,50
Spain LIGA BBVA,FC Barcelona,2010-02-22 00:00:00,42,,30,Free Form,70,70,30
Spain LIGA BBVA,FC Barcelona,2011-02-22 00:00:00,43,,34,Free Form,68,67,43
Spain LIGA BBVA,FC Barcelona,2012-02-22 00:00:00,24,,25,Free Form,54,66,63
Spain LIGA BBVA,FC Barcelona,2013-09-20 00:00:00,35,,32,Free Form,35,61,63
Spain LIGA BBVA,FC Barcelona,2014-09-19 00:00:00,35,35,32,Free Form,35,61,63
Spain LIGA BBVA,FC Barcelona,2015-09-10 00:00:00,36,35,51,Free Form,56,61,65
Spain LIGA BBVA,Real Madrid CF,2010-02-22 00:00:00,55,,30,Free Form,70,65,40
Spain LIGA BBVA,Real Madrid CF,2011-02-22 00:00:00,54,,39,Free Form,67,68,55
Spain LIGA BBVA,Real Madrid CF,2012-02-22 00:00:00,45,,35,Free Form,73,49,60
Spain LIGA BBVA,Real Madrid CF,2013-09-20 00:00:00,50,,41,Organised,72,39,49
Spain LIGA BBVA,Real Madrid CF,2014-09-19 00:00:00,50,54,41,Organised,69,39,49
Spain LIGA BBVA,Real Madrid CF,2015-09-10 00:00:00,50,57,46,Free Form,63,52,60
Netherlands Eredivisie,Sparta Rotterdam,2010-02-22 00:00:00,35,,40,Organised,65,30,30
Portugal Liga ZON Sagres,Boavista FC,2015-09-10 00:00:00,47,56,50,Organised,53,32,62
Netherlands Eredivisie,FC Twente,2010-02-22 00:00:00,30,,30,Organised,65,30,30
Netherlands Eredivisie,FC Twente,2011-02-22 00:00:00,55,,55,Free Form,47,61,59
Netherlands Eredivisie,FC Twente,2012-02-22 00:00:00,25,,28,Organised,37,62,68
Netherlands Eredivisie,FC Twente,2013-09-20 00:00:00,35,,38,Organised,41,34,44
Netherlands Eredivisie,FC Twente,2014-09-19 00:00:00,38,39,34,Organised,37,44,41
Netherlands Eredivisie,FC Twente,2015-09-10 00:00:00,48,40,43,Organised,39,44,41
Spain LIGA BBVA,Real Betis Balompié,2010-02-22 00:00:00,45,,45,Organised,55,50,45
Spain LIGA BBVA,Real Betis Balompié,2011-02-22 00:00:00,37,,51,Organised,72,42,40
Spain LIGA BBVA,Real Betis Balompié,2012-02-22 00:00:00,55,,37,Organised,53,58,49
Spain LIGA BBVA,Real Betis Balompié,2013-09-20 00:00:00,59,,37,Organised,53,58,49
Spain LIGA BBVA,Real Betis Balompié,2014-09-19 00:00:00,59,49,37,Organised,53,58,49
Spain LIGA BBVA,Real Betis Balompié,2015-09-10 00:00:00,59,49,37,Organised,53,58,49
England Premier League,Wolverhampton Wanderers,2010-02-22 00:00:00,70,,70,Organised,70,70,70
England Premier League,Wolverhampton Wanderers,2011-02-22 00:00:00,55,,55,Organised,45,45,45
England Premier League,Wolverhampton Wanderers,2012-02-22 00:00:00,67,,68,Organised,56,48,60
England Premier League,Wolverhampton Wanderers,2013-09-20 00:00:00,63,,61,Organised,56,42,48
England Premier League,Wolverhampton Wanderers,2014-09-19 00:00:00,47,28,58,Organised,56,47,48
England Premier League,Wolverhampton Wanderers,2015-09-10 00:00:00,46,36,54,Organised,48,47,48
Italy Serie A,Udinese,2010-02-22 00:00:00,64,,35,Organised,70,35,30
Italy Serie A,Udinese,2011-02-22 00:00:00,70,,49,Organised,50,44,45
Italy Serie A,Udinese,2012-02-22 00:00:00,75,,45,Organised,50,45,55
Italy Serie A,Udinese,2013-09-20 00:00:00,78,,63,Free Form,52,40,63
Italy Serie A,Udinese,2014-09-19 00:00:00,71,71,63,Organised,52,40,46
Italy Serie A,Udinese,2015-09-10 00:00:00,68,54,63,Organised,52,40,57
Scotland Premier League,Kilmarnock,2010-02-22 00:00:00,70,,70,Organised,65,60,70
Scotland Premier League,Kilmarnock,2011-02-22 00:00:00,36,,36,Organised,51,48,43
Scotland Premier League,Kilmarnock,2012-02-22 00:00:00,56,,61,Organised,46,43,43
Scotland Premier League,Kilmarnock,2013-09-20 00:00:00,53,,54,Organised,49,47,49
Scotland Premier League,Kilmarnock,2014-09-19 00:00:00,56,50,61,Organised,46,44,44
Scotland Premier League,Kilmarnock,2015-09-10 00:00:00,50,48,60,Organised,47,46,46
Scotland Premier League,Falkirk,2010-02-22 00:00:00,70,,70,Organised,70,60,70
Netherlands Eredivisie,Ajax,2010-02-22 00:00:00,30,,30,Free Form,70,30,30
Netherlands Eredivisie,Ajax,2011-02-22 00:00:00,40,,38,Free Form,67,65,57
Netherlands Eredivisie,Ajax,2012-02-22 00:00:00,31,,33,Organised,46,68,65
Netherlands Eredivisie,Ajax,2013-09-20 00:00:00,35,,33,Free Form,46,68,65
Netherlands Eredivisie,Ajax,2014-09-19 00:00:00,40,40,30,Organised,39,64,53
Netherlands Eredivisie,Ajax,2015-09-10 00:00:00,35,43,39,Organised,30,64,53
France Ligue 1,Olympique de Marseille,2010-02-22 00:00:00,55,,45,Organised,70,65,70
France Ligue 1,Olympique de Marseille,2011-02-22 00:00:00,65,,35,Organised,80,55,55
France Ligue 1,Olympique de Marseille,2012-02-22 00:00:00,48,,50,Organised,48,44,48
France Ligue 1,Olympique de Marseille,2013-09-20 00:00:00,48,,50,Organised,64,44,48
France Ligue 1,Olympique de Marseille,2014-09-19 00:00:00,51,62,50,Organised,68,48,48
France Ligue 1,Olympique de Marseille,2015-09-10 00:00:00,51,77,41,Organised,31,48,48
France Ligue 1,RC Lens,2010-02-22 00:00:00,30,,30,Organised,70,70,60
France Ligue 1,RC Lens,2011-02-22 00:00:00,65,,50,Organised,65,45,55
France Ligue 1,RC Lens,2012-02-22 00:00:00,64,,49,Organised,34,46,44
France Ligue 1,RC Lens,2013-09-20 00:00:00,64,,49,Organised,37,42,44
France Ligue 1,RC Lens,2014-09-19 00:00:00,64,52,49,Organised,34,46,44
France Ligue 1,RC Lens,2015-09-10 00:00:00,64,44,50,Organised,46,46,44
England Premier League,Tottenham Hotspur,2010-02-22 00:00:00,70,,50,Organised,50,50,50
England Premier League,Tottenham Hotspur,2011-02-22 00:00:00,60,,55,Free Form,70,30,40
England Premier League,Tottenham Hotspur,2012-02-22 00:00:00,44,,47,Organised,61,43,44
England Premier League,Tottenham Hotspur,2013-09-20 00:00:00,42,,46,Organised,68,63,61
England Premier League,Tottenham Hotspur,2014-09-19 00:00:00,41,35,38,Organised,62,58,51
England Premier League,Tottenham Hotspur,2015-09-10 00:00:00,47,46,40,Organised,63,63,54
France Ligue 1,AJ Auxerre,2010-02-22 00:00:00,30,,70,Organised,35,30,55
France Ligue 1,AJ Auxerre,2011-02-22 00:00:00,35,,65,Organised,50,35,45
France Ligue 1,AJ Auxerre,2012-02-22 00:00:00,64,,49,Organised,50,34,45
France Ligue 1,AJ Auxerre,2013-09-20 00:00:00,64,,49,Organised,50,34,45
France Ligue 1,AJ Auxerre,2014-09-19 00:00:00,64,55,49,Organised,50,34,45
France Ligue 1,AJ Auxerre,2015-09-10 00:00:00,64,55,49,Organised,50,34,45
Spain LIGA BBVA,Levante UD,2010-02-22 00:00:00,30,,30,Organised,70,30,35
Spain LIGA BBVA,Levante UD,2011-02-22 00:00:00,68,,56,Organised,58,37,47
Spain LIGA BBVA,Levante UD,2012-02-22 00:00:00,53,,63,Organised,52,47,52
Spain LIGA BBVA,Levante UD,2013-09-20 00:00:00,57,,63,Organised,52,47,52
Spain LIGA BBVA,Levante UD,2014-09-19 00:00:00,57,51,63,Organised,52,47,52
Spain LIGA BBVA,Levante UD,2015-09-10 00:00:00,62,36,65,Organised,65,36,33
France Ligue 1,AC Ajaccio,2010-02-22 00:00:00,60,,40,Organised,55,30,70
France Ligue 1,AC Ajaccio,2011-02-22 00:00:00,65,,45,Organised,50,45,45
France Ligue 1,AC Ajaccio,2012-02-22 00:00:00,59,,52,Organised,52,38,47
